id,last,first,pos
11780,Gelinas,Guillaume,D
410,Gelinas,Martin,LW
5798,Gennaro,Matteo,C
5102,Genoway,Chay,D
4555,Gerbe,Nathan,C
159,Gerber,Martin,G
3886,Germyn,Carsen,C
3667,Gervais,Bruno,D
3623,Getzlaf,Ryan,C
5295,Gibbons,Brian,C
5227,Gibson,John,G
5905,Gibson,Christopher,G
12001,Gibson,Kevin,D
48,Giguere,Jean-Sebastien,G
4217,Gilbert,Tom,D
5686,Gilbert,Dennis,D
1069,Gilchrist,Brent,LW
3767,Gillies,Trevor,LW
12288,Gillies,Jon,G
4518,Gillies,Colton,C
4705,Gilroy,Matt,D
100,Gionta,Brian,RW
4902,Gionta,Stephen,C
3861,Giordano,Mark,D
1061,Girard,Jonathan,D
12043,Girard,Felix,C
4223,Girardi,Daniel,D
5254,Girgensons,Zemgus,C
3881,Giroux,Alexandre,C
4394,Giroux,Claude,RW
986,Giroux,Raymond,D
4356,Glass,Tanner,LW
4449,Glass,Jeff,G
280,Gleason,Tim,D
3678,Glencross,Curtis,LW
5268,Glendening,Luke,C
4871,Glennie,Scott,RW
3834,Globke,Rob,C
3860,Glumac,Mike,C
3491,Goc,Marcel,C
122,Godard,Eric,RW
11753,Goers,Barry,D
3741,Goertzen,Steven,RW
5431,Goldobin,Nikolay,RW
4402,Goligoski,Alex,D
5096,Goloubef,Cody,D
5130,Goncharov,Maxim,D
5476,Goodrow,Barclay,RW
4598,Gordon,Andrew,RW
139,Gordon,Boyd,C
727,Goren,Lee,RW
3722,Gorges,Josh,D
5131,Gormley,Brandon,D
5440,Gostisbehere,Shayne,D
5890,Gourde,Yanni,C
3863,Gove,Dave,C
4688,Grabner,Michael,RW
4212,Grabovski,Mikhail,C
4689,Grachev,Evgeny,C
4399,Gragnani,Marc-Andre,LW
11851,Graham,Ryan,LW
5374,Granberg,Petter,D
642,Grand-Pierre,J-Luc,D
5338,Granlund,Markus,C
5126,Granlund,Mikael,C
5172,Grant,Derek,C
5302,Grant,Alex,D
4085,Grant,Triston,LW
5508,Graovac,Tyler,C
3812,Gratton,Josh,LW
845,Gratton,Benoit,C
549,Gratton,Chris,C
5914,Gravel,Kevin,D
1058,Graves,Adam,LW
11800,Graves,Ryan,D
960,Grebeshkov,Denis,D
818,Green,Josh,LW
925,Green,Mike,D
91,Green,Travis,C
3833,Greene,Matt,D
4218,Greene,Andy,D
11723,Greenham,Scott,G
4946,Greening,Colin,LW
4389,Greentree,Kyle,LW
5644,Greenway,Jordan,LW
5634,Greer,Anthony-John,LW
12036,Gregoire,Jeremy,C
4351,Greiss,Thomas,G
5862,Grenier,Alexandre,RW
914,Grenier,Martin,D
5462,Griffith,Seth,C
5108,Grigorenko,Mikhail,C
5480,Grimaldi,Rocco,C
5636,Gropp,Ryan,LW
597,Grosek,Michal,LW
5486,Grosenick,Troy,G
4146,Grossmann,Niklas,D
5176,Grubauer,Philipp,G
141,Gruden,John,D
5171,Gryba,Eric,D
11572,Grzelcyk,Matt,D
5185,Gudas,Radko,D
4988,Gudbranson,Erik,D
5369,Gudlevskis,Kristers,G
4256,Guenin,Nate,D
11327,Guentzel,Jake,C
46,Guerin,Bill,RW
5645,Guhle,Brendan,D
4729,Gunnarsson,Carl,D
1099,Guolla,Stephen,C
5607,Gurianov,Denis,RW
4963,Gustafsson,Erik,D
4687,Gustavsson,Jonas,G
1094,Haakana,Kari,D
5066,Hackett,Matt,G
11840,Hagel,Marc,RW
5038,Hagelin,Carl,LW
11716,Hagg,Robert,D
5567,Haggerty,Ryan,RW
258,Hagman,Niklas,LW
3636,Hagos,Yared,C
513,Hahl,Riku,C
203,Hainsey,Ron,D
863,Hajt,Chris,D
4235,Halak,Jaroslav,G
4790,Haley,Michael,C
4565,Halischuk,Matt,RW
4846,Hall,Taylor,LW
354,Hall,Adam,RW
5334,Halmo,Mike,LW
355,Hamhuis,Dan,D
4657,Hamill,Zach,C
4994,Hamilton,Dougie,D
5090,Hamilton,Ryan,LW
5273,Hamilton,Freddie,C
5403,Hamilton,Curtis,LW
808,Hamilton,Jeffrey,C
5335,Hammond,Andrew,G
11860,Hamonic,Justin,D
4915,Hamonic,Travis,D
123,Hamrlik,Roman,D
184,Handzus,Michal,C
5600,Hanifin,Noah,D
917,Hankinson,Casey,LW
8966,Hanley,Joel,D
374,Hannan,Scott,D
5876,Hannikainen,Markus,LW
5211,Hanowski,Ben,RW
4320,Hansen,Jannik,RW
4648,Hanson,Christian,C
5797,Hansson,Petter,D
4282,Hanzal,Martin,C
3888,Harding,Josh,G
4910,Harju,Johan,LW
5641,Harkins,Jansen,C
10081,Harper,Shane,RW
9056,Harpur,Ben,D
5501,Harrington,Scott,D
3858,Harrison,Jay,D
4137,Harrold,Peter,D
11998,Hart,Brian,RW
12022,Hart,Jayden,C
681,Hartigan,Mark,C
4970,Hartikainen,Teemu,C
5522,Hartman,Ryan,RW
356,Hartnell,Scott,LW
5926,Hathaway,Garnet,RW
5301,Haula,Erik,LW
3851,Hauser,Adam,G
688,Havlat,Martin,RW
11751,Hawryluk,Jayce,C
4228,Haydar,Darren,RW
12273,Hayden,John,C
12031,Haydon,Aaron,D
5058,Hayes,Jimmy,RW
5323,Hayes,Eriah,RW
5461,Hayes,Kevin,RW
12310,Healey,Josh,D
3788,Healey,Eric,C
5240,Heard,Mitchell,C
11817,Heatherington,Dillon,D
912,Heatley,Dany,LW
770,Hecht,Jochen,C
241,Hedican,Bret,D
888,Hedin,Pierre,D
4685,Hedman,Victor,D
11700,Heed,Tim,D
532,Heerema,Jeff,RW
5379,Heeter,Calvin,G
4745,Heikkinen,Ilkka,D
10076,Heinen,Danton,C
800,Heins,Shawn,D
4098,Hejda,Jan,D
514,Hejduk,Milan,RW
3650,Helbling,Timo,D
1119,Helenius,Sami,D
4617,Helenius,Riku,G
5701,Helewka,Adam,LW
5485,Helgeson,Seth,D
5281,Hellberg,Magnus,G
5873,Hellebuyck,Connor,G
4404,Helm,Darren,C
962,Helmer,Bryan,D
4563,Helminen,Dwight,C
3695,Hemingway,Colin,RW
392,Hemsky,Ales,RW
5214,Henderson,Kevin,LW
4639,Hendricks,Matt,C
503,Hendrickson,Darby,C
4375,Hendry,Jordan,D
11474,Henley,Samuel,C
4168,Hennessy,Josh,C
4983,Henrique,Adam,C
674,Henry,Alex,D
833,Henry,Burke,D
4332,Hensick,T.J.,C
11832,Herbert,Caleb,C
1115,Herperger,Chris,LW
1127,Herr,Matt,C
4531,Hersley,Patrik,D
5255,Hertl,Tomas,C
4724,Heshka,Shaun,D
4511,Hickey,Thomas,D
574,Higgins,Christopher,LW
933,Hilbert,Andy,C
5671,Hill,Adin,G
4416,Hillen,Jack,D
4274,Hiller,Jonas,G
5841,Hinostroza,Vince,C
5643,Hintz,Roope,LW
5384,Hishon,Joey,C
4401,Hjalmarsson,Niklas,D
487,Hlavac,Jan,LW
4277,Hlinka,Jaroslav,C
752,Hnidy,Shane,D
5743,Hobbs,Connor,D
11756,Hobbs,Danny,C
5474,Hodgman,Justin,C
4553,Hodgson,Cody,C
1110,Hodson,Kevin,G
4426,Hoffman,Mike,C
3671,Hoggan,Jeff,RW
1037,Hoglund,Jonas,RW
902,Holden,Josh,C
4664,Holden,Nick,D
11810,Holl,Justin,D
5275,Holland,Patrick,RW
4794,Holland,Peter,C
281,Holland,Jason,D
5874,Holloway,Bud,C
3702,Hollweg,Ryan,C
4053,Holmqvist,Johan,G
349,Holmqvist,Michael,C
299,Holmstrom,Tomas,LW
11729,Holmstrom,Axel,C
4975,Holmstrom,Ben,C
4894,Holos,Jonas,D
3803,Holt,Chris,G
4863,Holtby,Braden,G
5765,Holway,Patrick,D
4906,Holzer,Korbinian,D
5433,Honka,Julius,D
5016,Horak,Roman,LW
393,Horcoff,Shawn,C
259,Hordichuk,Darcy,LW
4523,Hornqvist,Patric,RW
260,Horton,Nathan,RW
5233,Horvat,Bo,C
5435,Ho-Sang,Joshua,C
219,Hossa,Marian,RW
1068,Houlder,Bill,D
4170,Houle,Martin,G
3793,Howard,Jimmy,G
9653,Howden,Brett,C
5120,Howden,Quinton,C
5551,Hrabarenka,Raman,D
5922,Hrivik,Marek,RW
1073,Hrkac,Tony,C
4987,Huberdeau,Jonathan,LW
637,Hudler,Jiri,RW
5883,Hudon,Charles,LW
465,Huet,Cristobal,G
5760,Hughes,Cameron,C
570,Hull,Jody,RW
551,Hulse,Cale,D
80,Huml,Ivan,LW
5320,Hunt,Brad,D
620,Hunter,Trent,RW
4486,Hunter,Dylan,LW
4331,Hunwick,Matt,D
1078,Hurme,Jani,G
5779,Huska,Adam,G
4187,Huskins,Kent,D
987,Hussey,Matt,C
653,Hutchinson,Andrew,D
5366,Hutchinson,Michael,G
5224,Hutton,Carter,G
5825,Hutton,Ben,D
5562,Hyman,Zach,C
1080,Hyvonen,Hannes,RW
4393,Iggulden,Mike,C
411,Iginla,Jarome,RW
5775,Imama,Bokondji,LW
3890,Immonen,Jarkko,C
4519,Irmen,Danny,C
5050,Irving,Leland,G
4780,Irwin,Brayden,C
5145,Irwin,Matthew,D
394,Isbister,Brad,LW
11792,Iverson,Keegan,RW
3776,Jacina,Greg,LW
846,Jackman,Tim,RW
533,Jackman,Barret,D
579,Jackman,Richard,D
4791,Jackson,Scott,D
3864,Jacques,Jean-Francois,LW
4335,Jaffray,Jason,LW
143,Jagr,Jaromir,RW
1093,Jakopin,John,D
3848,James,Connor,LW
11773,Jamieson,Aiden,D
3867,Jancevski,Dan,D
884,Janik,Doug,D
11413,Jankowski,Mark,C
5827,Janmark,Mattias,C
3766,Janssen,Cam,RW
4861,Janus,Jaroslav,G
11841,Jardine,Sam,D
5352,Jarnkrok,Calle,C
5734,Jaros,Christian,D
3898,Jarrett,Cole,D
10083,Jarry,Tristan,G
5769,Jasek,Lukas,RW
5212,Jaskin,Dmitrij,RW
980,Jaspers,Jason,C
4600,Jeffrey,Dustin,C
5245,Jenner,Boone,C
5197,Jensen,Nicklas,RW
11592,Jensen,Nick,D
4392,Jensen,Joe,C
12502,Jerabek,Jakub,D
4465,Jessiman,Hugh,RW
12018,Jevpalovs,Nikita,LW
81,Jillson,Jeff,D
4632,Joensuu,Jesse,LW
5010,Johansen,Ryan,C
9654,Johansen,Lucas,D
993,Johansson,Calle,D
1083,Johansson,Mathias,C
3897,Johansson,Jonas,RW
4286,Johansson,Magnus,D
4882,Johansson,Marcus,C
357,Johansson,Andreas,LW
11742,Johansson,Lars,G
5573,Johns,Stephen,D
4451,Johnson,Nick,RW
5187,Johnson,Tyler,C
5371,Johnson,Justin,RW
809,Johnson,Aaron,D
358,Johnson,Greg,C
504,Johnson,Matt,LW
534,Johnson,Ryan,C
4254,Johnson,Jack,D
4268,Johnson,Erik,D
4753,Johnson,Chad,G
185,Johnsson,Kim,D
9067,Johnston,Ryan,D
9081,Johnston,Ross,LW
262,Jokinen,Olli,C
3637,Jokinen,Jussi,LW
5472,Jokipakka,Jyrki,D
12021,Joly,Michael,RW
12386,Jones,Connor,C
5243,Jones,Seth,D
3787,Jones,Matt,D
4134,Jones,Blair,C
5712,Jones,Caleb,D
9650,Jones,Max,LW
4355,Jones,David,RW
4524,Jones,Ryan,LW
971,Jones,Randy,D
995,Jones,Ty,RW
5122,Jones,Martin,G
4086,Jonsson,Lars,D
1044,Jonsson,Hans,D
124,Jonsson,Kenny,D
5468,Jooris,Josh,C
4815,Jordan,Michal,D
4893,Josefson,Jacob,C
5715,Joseph,Mathieu,RW
5042,Josi,Roman,D
4605,Joslin,Derek,D
9636,Jost,Tyson,C
5073,Joudrey,Andrew,C
4546,Junland,Jonas,D
9631,Juolevi,Olli,D
3686,Jurcina,Milan,D
5311,Jurco,Tomas,RW
5621,Juulsen,Noah,D
580,Kaberle,Tomas,D
4766,Kadri,Nazem,C
4237,Kaleta,Patrick,RW
168,Kalinin,Dmitri,D
5828,Kalinin,Sergey,C
5778,Kallgren,Erik,G
1074,Kallio,Tomi,RW
4253,Kalus,Petr,D
11693,Kamenev,Vladislav,LW
12501,Kampf,David,RW
4920,Kampfer,Steven,D
4779,Kana,Tomas,C
4265,Kane,Patrick,RW
646,Kane,Boyd,LW
4656,Kane,Evander,LW
3814,Kanko,Petr,RW
40,Kapanen,Niko,C
5428,Kapanen,Kasperi,RW
12347,Kapla,Michael,D
5730,Kaprizov,Kirill,LW
5459,Karlsson,William,C
5497,Karlsson,Melker,C
4024,Karlsson,Andreas,C
4802,Karlsson,Henrik,G
4660,Karlsson,Erik,D
5731,Karnaukhov,Pavel,LW
20,Karpovtsev,Alexander,D
4591,Karsums,Martins,RW
9076,Kasdorf,Jason,G
5723,Kase,David,RW
10171,Kase,Ondrej,RW
4315,Kaspar,L.,RW
4903,Kassian,Matt,LW
5039,Kassian,Zack,RW
11818,Katchouk,Boris,LW
4961,Katic,Mark,D
982,Kavanagh,Pat,RW
604,Keane,Mike,RW
5021,Kearns,Bracken,C
1046,Keefe,Sheldon,RW
3675,Keefe,Adam,RW
3715,Keith,Duncan,D
950,Keith,Matt,RW
4740,Keller,Ryan,RW
9633,Keller,Clayton,C
11726,Kelly,Dan,D
930,Kelly,Chris,C
11731,Kempe,Adrian,LW
10073,Kempny,Michal,D
5807,Kemppainen,Joonas,LW
5517,Kenins,Ronalds,LW
4807,Kennedy,Matt,RW
4317,Kennedy,Tyler,C
4601,Kennedy,Tim,LW
5861,Keranen,Michael,LW
11738,Kerdiles,Nicolas,LW
5846,Kero,Tanner,C
787,Kesler,Ryan,C
4008,Kessel,Phil,RW
5875,Khaira,Jujhar,LW
535,Khavanov,Alexander,D
5378,Khokhlachev,Alex,C
4763,Khudobin,Anton,G
11783,Kichton,Brenden,D
802,Kidd,Trevor,G
5165,Killorn,Alex,C
4665,Kindl,Jakub,D
4913,King,Dwight,LW
4022,King,D.J.,LW
5180,Kinkaid,Keith,G
4654,Kinrade,Geoff,D
12019,Kirkland,Justin,LW
1085,Kjellberg,Patrick,LW
4898,Klasen,Linus,LW
282,Klatt,Trent,RW
581,Klee,Ken,D
5001,Klefbom,Oscar,D
3804,Klein,Kevin,D
4777,Klementyev,Anton,D
21,Klemm,Jon,D
3762,Klepis,Jakub,C
313,Klesla,Rostislav,D
5484,Klingberg,John,D
4984,Klingberg,Carl,LW
4822,Klinkhammer,Rob,C
689,Kloucek,Tomas,D
5373,Knapp,Connor,G
5340,Knight,Corban,C
5111,Knight,Jared,C
5648,Knott,Graham,LW
3895,Koalska,Mike,C
412,Kobasew,Chuck,RW
4247,Koci,David,D
5542,Koekkoek,Slater,D
4679,Kohn,Dustin,D
4303,Koistinen,Ville,D
1051,Koivisto,Tom,D
3763,Koivu,Mikko,C
553,Kolanos,Krystofer,C
4786,Kolarik,Chad,C
5664,Kolesar,Keegan,RW
3807,Kolesnik,Vitaliy,G
784,Kolnik,Juraj,RW
474,Koltsov,Konstantin,LW
153,Kolzig,Olaf,G
952,Komarniski,Zenith,D
5140,Komarov,Leo,C
5220,Konan,Matthew,D
582,Kondratiev,Maxim,D
5619,Konecny,Travis,C
4338,Kontiola,Petri,C
3640,Kopecky,Tomas,RW
4033,Kopitar,Anze,C
5297,Korobov,Dmitry,D
375,Korolyuk,Alexander,LW
5780,Korostelev,Nikita,RW
4441,Korostin,Sergei,RW
4425,Korpikoski,Lauri,LW
5887,Korpisalo,Joonas,G
4950,Koskinen,Mikko,G
5931,Kosmachuk,Scott,RW
11707,Kossila,Kalle,LW
11833,Kostalek,Jan,D
4340,Kostitsyn,Sergei,LW
3664,Kostitsyn,Andrei,LW
4431,Kostka,Michael,D
765,Kostopoulos,Tom,RW
169,Kotalik,Ales,RW
5657,Kovacs,Robin,RW
334,Kovalchuk,Ilya,LW
490,Kovalev,Alex,RW
263,Kozlov,Viktor,C
335,Kozlov,Slava,LW
5442,Kozun,Brandon,RW
3659,Krahn,Brent,G
827,Krajicek,Lukas,D
5104,Kreider,Chris,LW
4224,Krejci,David,C
3641,Kreps,Kamil,C
785,Krestanovich,Jordan,LW
4870,Kristo,Danny,RW
4693,Kriukov,Artem,C
76,Krog,Jason,C
819,Kronwall,Niklas,D
3748,Kronwall,Staffan,D
5098,Krug,Torey,D
4823,Kruger,Marcus,C
4,Kuba,Filip,D
4973,Kubalik,Tomas,RW
453,Kubina,Pavel,D
5300,Kucherov,Nikita,RW
907,Kudroc,Kristian,D
5168,Kuemper,Darcy,G
5907,Kuhnhackl,Tom,RW
12005,Kujawinski,Ryan,C
9053,Kukan,Dean,D
30,Kukkonen,Lasse,D
5554,Kulak,Brett,D
4482,Kulda,Arturs,D
4549,Kulemin,Nikolai,LW
4706,Kulikov,Dmitry,D
1104,Kultanen,Jarno,D
5064,Kundratek,Tomas,D
9641,Kunin,Luke,C
898,Kunitz,Chris,LW
5380,Kunyk,Cody,RW
5788,Kupsky,Jake,G
5568,Kuraly,Sean,C
937,Kurka,Tomas,LW
822,Kutlak,Zdenek,D
5344,Kuznetsov,Evgeny,C
125,Kvasha,Oleg,C
5654,Kylington,Oliver,D
5065,Kytnar,Milan,C
4675,Laakso,Teemu,D
10177,Labanc,Kevin,RW
780,LaBarbera,Jason,G
11363,Labate,Joseph,C
1096,Labbe,Jean-Francois,G
11786,Labrie,Hubert,D
5062,Labrie,Pierre-Cedric,LW
315,Lachance,Scott,D
5137,Lack,Eddie,G
4412,LaCosta,Daniel,G
491,LaCouture,Dan,LW
3658,Ladd,Andrew,LW
11732,LaDue,Paul,D
536,Laflamme,Christian,D
4466,LaFleur,Antoine,G
11721,Lagace,Maxime,G
928,Laich,Brooks,C
5327,Lain,Kellan,LW
9628,Laine,Patrik,RW
964,Laing,Quintin,LW
4488,Lalande,Kevin,G
11795,LaLeggia,Joey,D
4717,Laliberte,David,RW
234,Lalime,Patrick,G
4833,Lalonde,Shawn,D
12008,Lammikko,Juho,RW
949,Lamothe,Marc,G
978,Lampman,Bryce,D
5018,Lander,Anton,C
4986,Landeskog,Gabriel,LW
5387,Landry,John,D
712,Langdon,Darren,LW
12197,Langhamer,Marek,G
4450,Lannon,Ryan,D
3778,Lapierre,Maxim,C
187,Lapointe,Claude,C
10160,Lappin,Nick,RW
395,Laraque,Georges,RW
5829,Larkin,Dylan,LW
4123,Larman,Drew,C
3806,LaRose,Chad,RW
940,Larose,Cory,C
4788,Larsen,Philip,D
4842,Larsson,Daniel,G
4989,Larsson,Adam,D
5622,Larsson,Jacob,D
5174,Larsson,Johan,LW
5284,Lashoff,Brian,D
3687,Lashoff,Matt,D
4009,Latendresse,Guillaume,RW
5250,Latta,Michael,C
5139,Laughton,Scott,C
1043,Laukkanen,Janne,D
5196,Lauridsen,Oliver,D
5646,Lauzon,Jeremy,D
913,Law,Kirby,RW
4816,Lawson,Kyle,D
4924,Lawson,Nathan,G
5454,Lazar,Curtis,C
816,Leahy,Patrick,RW
3709,Lebda,Brett,D
11789,Leblanc,Olivier,D
5219,Leblanc,Drew,C
5381,LeBlanc,Peter,C
5045,Leblanc,Louis,C
5147,Lebrie,Pierre-Cedric,LW
443,Lecavalier,Vincent,C
4834,Leddy,Nick,D
4495,Ledin,Per,LW
4410,Lee,Brian,D
4529,Lee,Chris,D
5199,Lee,Anders,C
876,Leeb,Brad,RW
3852,Lefebvre,Guillaume,LW
679,Legace,Manny,G
5389,Leggio,David,G
359,Legwand,David,C
10064,Lehkonen,Artturi,LW
4867,Lehner,Robin,G
3770,Lehoux,Yanick,C
5386,Lehtera,Jori,C
4856,Lehtivuori,Joonas,D
4036,Lehtonen,Mikko,RW
994,Lehtonen,Kari,G
5857,Leier,Taylor,LW
507,Leighton,Michael,G
4503,Leino,Ville,LW
5917,Leipsic,Brendan,C
5265,Leivo,Josh,LW
11734,Lemieux,Brendan,LW
413,Leopold,Jordan,D
4391,Lepisto,Sami,D
5399,Lerg,Bryan,LW
9057,Lernout,Brett,D
220,Leschyshyn,Curtis,D
11804,Leslie,Zachary,D
3638,Lessard,Junior,RW
709,Lessard,Francis,RW
5258,Lessio,Lucas,LW
4030,Letang,Kris,D
4730,Letestu,Mark,C
4560,Letourneau-Leblond,Pierre-Luc,LW
316,Letowski,Trevor,RW
4475,Levasseur,Jean-Philippe,G
11754,Leveille,Daultan,C
11750,Lewington,Tyler,D
4597,Lewis,Trevor,C
4633,Lewis,Grant,D
11494,Liambas,Mike,LW
5348,Lieuwen,Nathan,G
3893,Liffiton,David,D
517,Liles,John-Michael,D
264,Lilja,Andreas,D
4887,Lindback,Anders,G
9054,Lindberg,Tobias,RW
5533,Lindberg,Oscar,C
5347,Lindblad,Matt,C
5471,Lindbohm,Petteri,D
5910,Lindell,Esa,D
5690,Lindgren,Jesper,D
9072,Lindgren,Charlie,G
4713,Lindgren,Perttu,C
1118,Lindgren,Mats,C
5228,Lindholm,Hampus,D
5260,Lindholm,Elias,C
12286,Lindholm,Anton,D
763,Lindsay,Bill,LW
3872,Lindstrom,Joakim,C
317,Ling,David,RW
4783,Linglet,Charles,LW
5909,Lipon,J.C.,LW
4055,Lisin,Enver,RW
4297,Little,Bryan,C
922,Little,Neil,G
4374,Locke,Corey,C
11869,Lodge,Jimmy,C
4227,Lojek,Martin,D
4738,Loktionov,Andrei,C
414,Lombardi,Matthew,C
11768,Lomberg,Ryan,LW
5678,Looke,Jens,RW
5920,Loov,Viktor,D
5781,Lorentz,Steven,C
12000,Lorito,Matthew,RW
4485,LoVecchio,Jeff,LW
4583,Lovejoy,Ben,D
11805,LoVerde,Vincent,D
5550,Lowe,Keegan,D
5456,Lowry,Adam,LW
415,Lowry,Dave,LW
648,Loyns,Lynn,C
9629,Luc-Dubois,Pierre,LW
12245,Lucia,Mario,LW
4299,Lucic,Milan,LW
454,Lukowich,Brad,D
4291,Lundin,Mike,D
493,Lundmark,Jamie,C
3647,Lundqvist,Henrik,G
4152,Lundqvist,Joel,C
860,Luoma,Mikko,D
272,Luongo,Roberto,G
63,Lupul,Joffrey,LW
871,Lynch,Doug,D
996,Lysak,Brett,C
10091,Lyubimov,Roman,LW
5259,Maatta,Olli,D
3631,MacArthur,Clarke,LW
11733,MacDermid,Kurtis,D
4630,MacDonald,Andrew,D
3660,MacDonald,Craig,C
4070,MacDonald,Joey,G
662,MacDonald,Craig,C
832,MacDonald,Jason,RW
4476,Macenauer,Maxime,C
12248,MacEwen,Zack,C
4427,Machacek,Spencer,D
4337,MacIntyre,Drew,G
4506,MacIntyre,Steve,LW
4652,Mackenzie,Aaron,D
879,MacKenzie,Derek,C
5231,MacKinnon,Nathan,C
817,MacMillan,Jeff,D
4477,MacMillan,Logan,C
5535,MacWilliam,Andrew,D
108,Madden,John,C
11862,Maggio,Daniel,D
4895,Magnan,Olivier,D
12505,Maguire,Sean,G
11858,Magyar,Nick,RW
170,Mair,Adam,C
336,Majesky,Ivan,D
4824,Makarov,Igor,RW
924,Malec,Tomas,D
5697,Malgin,Denis,C
666,Malhotra,Manny,C
3652,Malkin,Evgeni,C
4319,Malmivaara,Olli,D
475,Malone,Ryan,LW
12472,Malone,Sean,C
5048,Malone,Brad,C
302,Maltby,Kirk,LW
4239,Mancari,Mark,RW
1041,Manderville,Kent,C
5761,Mangiapane,Andrew,LW
906,Manlow,Eric,C
1121,Mann,Cameron,RW
5087,Manning,Brandon,D
5477,Manson,Josh,D
5413,Mantha,Anthony,RW
744,Mapletoft,Justin,C
555,Mara,Paul,D
4692,Marchand,Brad,LW
318,Marchant,Todd,C
5322,Marchenko,Alexey,D
5473,Marchessault,Jonathan,C
583,Marchment,Bryan,D
11770,Marchment,Mason,LW
12020,Marchment,Jake,C
12015,Marcotte,Louick,RW
5305,Marincin,Martin,D
5749,Marino,John,D
3899,Marjamaki,Masi,LW
572,Markkanen,Jussi,G
206,Markov,Andrei,D
243,Markov,Danny,D
5545,Markov,Andrey,G
4874,Markstrom,Jacob,G
376,Marleau,Patrick,C
5599,Marner,Mitchell,C
5753,Marody,Cooper,C
4854,Maroon,Patrick,LW
5795,Marsh,Adam,LW
4857,Marshall,Kevin,D
107,Marshall,Grant,RW
11827,Martel,Danick,LW
5698,Martenet,Chris,D
813,Martensson,Tony,C
4661,Martin,St. Pierre,C
97,Martin,Paul,D
11705,Martin,Spencer,G
4767,Martin,Matthew,LW
5401,Martindale,Ryan,C
4512,Martinez,Alec,D
5495,Martinook,Jordan,LW
738,Martins,Steve,C
5854,Martinsen,Andreas,LW
4930,Mashinter,Brandon,LW
668,Mason,Chris,G
4439,Mason,Steve,G
5751,Massie,Jake,D
5921,Matheson,Michael,D
4808,Matsumoto,Jon,C
1086,Matteau,Stefan,LW
9627,Matthews,Auston,C
4353,Matthias,Shawn,C
11844,Mattson,Nick,D
41,Matvichuk,Richard,D
1001,Mauldin,Greg,C
4593,Maxwell,Ben,C
432,May,Brad,LW
4522,Mayer,Robert,G
539,Mayers,Jamal,RW
5364,Mayfield,Scott,D
4606,Mayorov,Maxim,LW
5291,Mazanec,Marek,G
1112,McAlpine,Chris,D
417,McAmmond,Dean,LW
4578,McArdle,Kenndal,LW
9640,McAvoy,Charles,D
4773,McBain,Jamie,D
5362,McCabe,Jake,D
5824,McCann,Jared,C
5893,McCarron,Michael,RW
89,McCarthy,Sandy,RW
506,McCarthy,Steve,D
4755,McCarthy,John,LW
303,McCarty,Darren,RW
377,McCauley,Alyn,C
3707,McClement,Jay,C
4843,McCollum,Thomas,G
11842,McCool,Hayden,C
5844,McCormick,Max,LW
631,McCormick,Cody,C
11746,McCoshen,Ian,D
5576,McDavid,Connor,C
4852,McDonagh,Ryan,D
647,McDonald,Andy,C
4741,McDonald,Colin,RW
655,McDonell,Kent,RW
4310,McElhinney,Curtis,G
11788,McEneny,Evan,D
5916,McFarland,John,LW
5839,McGinn,Brock,LW
4564,McGinn,Jamie,LW
5148,McGinn,Tye,LW
3712,McGrattan,Brian,RW
5308,McIlrath,Dylan,D
1064,McInnis,Marty,LW
5043,McIntyre,David,C
10095,McIntyre,Zane,G
4377,McIver,Nathan,D
1088,McKay,Randy,RW
171,McKee,Jay,D
5331,McKegg,Greg,C
4619,McKenna,Mike,G
683,McKenna,Steve,LW
743,McKenzie,Jim,LW
5470,McKenzie,Curtis,LW
11793,McKeown,Roland,D
835,McLaren,Steve,LW
4701,McLaren,Frazer,LW
378,McLaren,Kyle,D
4614,McLean,Kurtis,C
643,McLean,Brett,C
603,McLennan,Jamie,G
9638,McLeod,Michael,C
4342,McLeod,Cody,LW
4795,Mcmillan,Brandon,C
4978,McMillan,Carson,RW
5041,McNabb,Brayden,D
11762,McNally,Brandon,RW
5565,McNally,Patrick,D
5114,McNeill,Mark,C
783,McNeill,Grant,D
4809,McNicoll,Cedric,C
4698,McQuaid,Adam,D
4937,McRae,Philip,C
5818,Medvedev,Evgeny,D
3690,Meech,Derek,D
11604,Megan,Wade,C
11778,Megna,Jaycob,D
5279,Megna,Jayson,C
5604,Meier,Timo,RW
5316,Melchiori,Julian,D
476,Melichar,Josef,D
4214,Melin,Bjorn,LW
5635,Meloche,Nicolas,D
4746,Mercier,Justin,C
5625,Merkley,Nick,RW
5299,Merrill,Jon,D
5885,Mersch,Michael,C
3648,Meszaros,Andrej,D
5774,Metcalf,Garrett,G
4240,Methot,Marc,D
1066,Metropolit,Glen,C
11867,Meurs,Garrett,C
972,Meyer,Frederick,D
4312,Meyer,Stefan,LW
4850,Meyer,Freddy,D
266,Mezei,Branislav,D
11765,Miceli,Angelo,C
12478,Michalek,Steve,G
379,Michalek,Milan,RW
895,Michalek,Zbynek,D
5023,Miele,Andy,C
42,Miettinen,Antti,RW
4461,Mihalik,Vladmir,D
4010,Mikhnov,Alexei,LW
4165,Mikkelson,Brendan,D
5722,Mikkola,Niko,D
5436,Milano,Sonny,LW
5161,Miller,J.T.,C
5298,Miller,Kevan,D
5402,Miller,Andrew,C
5563,Miller,Colin,D
