id,last,first,pos
720,Miller,Aaron,D
820,Miller,Kevin,C
4261,Miller,Drew,LW
178,Miller,Ryan,G
957,Milley,Norman,RW
4899,Mills,Bradley,C
4383,Minard,Chris,LW
927,Mink,Graham,LW
496,Mironov,Boris,D
5696,Mironov,Andrei,D
1,Mitchell,Willie,D
10180,Mitchell,Zack,RW
11868,Mitchell,Garrett,RW
4550,Mitchell,John,C
4283,Mitchell,Torrey,RW
284,Modry,Jaroslav,D
29,Moen,Travis,LW
3866,Mojzis,Tomas,D
4447,Mole,Mike,G
11774,Molin,Emil,C
12348,Molino,Griffen,C
4513,Moller,Oscar,C
5242,Monahan,Sean,C
4500,Monast,Guillaume,D
4954,Montaya,Al,G
5672,Montembeault,Samuel,G
11648,Montour,Brandon,D
4645,Montoya,Al,G
4328,Moore,Greg,RW
4542,Moore,Mike,D
4959,Moore,John,D
696,Moore,Steve,C
733,Moore,Dominic,C
11811,Moore,Trevor,C
87,Moran,Ian,D
910,Moran,Brad,C
805,Morgan,Jason,C
11715,Morin,Samuel,D
4825,Morin,Jeremy,LW
4838,Morin,Travis,C
4390,Mormina,Joey,D
477,Morozov,Aleksey,RW
519,Morris,Derek,D
4543,Morris,Mike,RW
433,Morrison,Brendan,C
5708,Morrison,Brad,C
5808,Morrison,Kenny,D
3769,Morrison,Michael,G
856,Morrisonn,Shaone,D
5930,Morrissey,Joshua,D
5132,Morrow,Joe,D
47,Morrow,Brenden,LW
5332,Moser,Simon,C
5557,Moses,Steve,RW
4180,Moss,David,RW
4770,Motin,Johan,D
4288,Mottau,Mike,D
10070,Motte,Tyler,C
923,Motzko,Joe,RW
5529,Mouillierat,Kael,LW
4322,Moulson,Matt,LW
779,Mowers,Mark,RW
5770,Moy,Tyler,C
8958,Mozik,Vojtech,D
5163,Mrazek,Petr,G
1062,Muckalt,Bill,RW
4263,Mueller,Peter,C
5446,Mueller,Mirco,D
4928,Mueller,Chris,C
4938,Mueller,Marcel,C
852,Muir,Bryan,D
1013,Muller,Kirk,LW
965,Munro,Adam,G
478,Murley,Matt,LW
12499,Murphy,Trevor,D
4817,Murphy,Mike,G
4996,Murphy,Ryan,D
5293,Murphy,Connor,D
4266,Murphy,Cory,D
3802,Murray,Doug,D
4272,Murray,Brady,C
916,Murray,Garth,LW
4344,Murray,Andrew,C
4378,Murray,Chris,C
86,Murray,Glen,RW
244,Murray,Marty,C
5894,Murray,Matthew,G
5115,Murray,Ryan,D
4841,Mursak,Jan,LW
5689,Musil,Adam,C
5546,Musil,David,D
4888,Muzzin,Jake,D
4659,Myers,Tyler,D
11785,Myers,Philippe,D
1126,Myhres,Brantt,RW
954,Myrvold,Anders,D
157,Nabokov,Evgeni,G
556,Nagy,Ladislav,LW
5915,Nakladal,Jakub,D
5136,Namestnikov,Vladislav,C
4810,Nash,Riley,C
4955,Nash,Brendon,D
319,Nash,Rick,LW
557,Nash,Tyson,LW
3876,Nasreddine,Alain,D
11834,Nastasiuk,Zach,RW
5653,Nattinen,Julius,C
5326,Nattinen,Joonas,C
639,Nazarov,Andrei,LW
4501,Neal,James,LW
11703,Nedeljkovic,Alex,G
320,Nedorost,Andrej,LW
767,Nedorost,Vaclav,C
4650,Negrin,John,D
11812,Nehring,Chad,C
221,Neil,Chris,RW
5742,Neill,Carl,D
9050,Nelson,Casey,D
5226,Nelson,Brock,C
5361,Nemeth,Patrik,D
4972,Nemisz,Greg,RW
5076,Ness,Aaron,D
5510,Nesterov,Nikita,D
5407,Nestrasil,Andrej,C
4626,Neuvirth,Michal,G
4186,Newbury,Kris,C
5247,Nichushkin,Valeri,RW
4667,Nickerson,Matt,D
540,Nickulas,Eric,RW
4868,Niederreiter,Nino,RW
4211,Nielsen,Frans,C
5660,Nielsen,Andrew,D
4493,Niemi,Antti,G
22,Nieminen,Ville,LW
5256,Nieto,Matthew,LW
11292,Nieves,Cristoval,C
5146,Nihlstorp,Cristopher,G
4904,Nikitin,Nikita,D
520,Nikolishin,Andrei,C
5793,Niku,Sami,D
4330,Nikulin,Alexander,C
267,Nilson,Marcus,LW
5033,Nilsson,Anders,G
3668,Nilsson,Robert,C
4453,Niskala,Janne,D
4300,Niskanen,Matt,D
4532,Nodl,Andreas,RW
5544,Noesen,Stefan,RW
12294,Nogier,Nelson,D
3669,Nokelainen,Petteri,C
4341,Nolan,Brandon,C
5077,Nolan,Jordan,C
3711,Nordgren,Niklas,RW
4259,Nordqvist,Jonas,C
5251,Nordstrom,Joakim,C
4848,Noreau,Maxim,D
652,Noronen,Mika,G
5896,Nosek,Tomas,LW
5680,Novak,Tommy,C
3878,Novak,Filip,D
599,Novoseltsev,Ivan,RW
3850,Novotny,Jiri,C
4993,Nugent-Hopkins,Ryan,C
4028,Nummelin,Petteri,D
348,Nurminen,Pasi,G
5464,Nurse,Darnell,D
5784,Nutivaara,Markus,D
900,Nycholat,Lawrence,D
5418,Nylander,William,C
9634,Nylander,Alexander,LW
5026,Nyquist,Gustav,C
3688,Nystrom,Eric,LW
4756,Oberg,Evan,D
4932,O'Brien,Jim,C
3859,O'Brien,Doug,D
4034,O'Brien,Shane,D
5452,O'Brien,Liam,C
11850,O'Brien,Zach,RW
4334,O'Byrne,Ryan,D
5816,O'Connor,Matt,G
268,Odelein,Lyle,D
5313,O'Dell,Eric,C
1075,Odgers,Jeff,RW
85,O'Donnell,Sean,D
4031,Oduya,Johnny,D
5531,Oesterle,Jordan,D
10078,O'Gara,Rob,D
435,Ohlund,Mattias,D
4406,Okposo,Kyle,RW
5748,Oldham,Kristian,G
5156,Oleksiak,Jamie,D
5181,Oleksy,Steve,D
3642,Olesz,Rostislav,C
5786,Olhaver,Gustav,C
4826,Olimb,Mathis,C
872,Oliver,David,RW
418,Oliwa,Krzysztof,LW
5865,Olofsson,Gustav,D
5060,Olsen,Dylan,D
11829,Olsen,Ryan,C
983,Olson,Josh,LW
5805,Olson,Tate,D
4618,Olvecky,Peter,LW
4877,Olver,Mark,C
1045,Olvestad,Jimmie,LW
4921,Omark,Linus,LW
4726,O'Marra,Ryan,C
3875,Ondrus,Ben,RW
5832,O'Neill,Brian,RW
245,O'Neill,Jeff,C
5740,Opilka,Luke,G
11328,O'Regan,Daniel,C
4631,O'Reilly,Cal,C
4703,O'Reilly,Ryan,LW
4638,Oreskovic,Phil,D
4718,Oreskovich,Victor,RW
5036,Orlov,Dmitry,D
479,Orpik,Brooks,D
877,Orr,Colton,RW
361,Orszagh,Vladimir,LW
5337,Ortio,Joni,G
768,Ortmyer,Jed,RW
4587,Osala,Oskar,LW
546,Osgood,Chris,G
4547,Oshie,T.J.,RW
71,Ott,Steve,C
3782,Ouellet,Michel,RW
840,Ouellet,Maxime,G
5272,Ouellet,Xavier,D
3691,Oulahen,Ryan,C
3495,Ovechkin,Alex,LW
4483,Oystrick,Nathan,D
4865,Paajarvi,Magnus,LW
4603,Pacioretty,Max,LW
4569,Paddock,Cam,C
3847,Paetsch,Nathan,D
5207,Pageau,Jean-Gabriel,C
5804,Paigin,Ziyat,D
3825,Paille,Daniel,LW
4478,Painchaud,Chad,LW
5483,Pakarinen,Iiro,RW
5178,Palat,Ondrej,LW
5556,Paliotta,Michael,D
5052,Palmer,Jarod,C
4760,Palmieri,Nick,RW
4796,Palmieri,Kyle,RW
11799,Palmquist,Zach,D
4968,Palushaj,Aaron,RW
5811,Panarin,Artemi,LW
1002,Pandolfo,Mike,LW
5167,Panik,Richard,RW
567,Papineau,Justin,C
5370,Paquette,Cedric,C
4827,Paradis,Philippe,C
5826,Parayko,Colton,D
4433,Pardy,Adam,D
4257,Parent,Ryan,D
4231,Parenteau,Pierre-Alexandre,RW
3502,Parise,Zach,LW
667,Park,Richard,RW
5755,Parsells,Adam,D
5385,Pasquale,Edward,G
844,Passmore,Steve,G
5437,Pastrnak,David,RW
5184,Pateryn,Greg,D
4304,Patzold,Dimitri,G
1016,Paul,Jeff,D
5919,Paul,Nick,RW
4321,Pavelec,Ondrej,G
4136,Pavelski,Joe,C
5792,Pavlychev,Nikita,C
944,Payer,Serge,C
5365,Payerl,Adam,C
5292,Pearson,Tanner,LW
5746,Pearson,Chase,C
612,Peat,Stephen,RW
11647,Peca,Matthew,C
4758,Pechurski,Alexander,G
4403,Peckham,Theo,D
5879,Pedan,Andrey,D
1067,Pederson,Denis,C
4649,Pelech,Matt,RW
5856,Pelech,Adam,D
848,Pellerin,Scott,LW
946,Pelletier,Jean-Marc,LW
4437,Pelletier,Pascal,C
4229,Pelley,Rod,C
698,Peluso,Mike,RW
5166,Peluso,Anthony,RW
4772,Penner,Jeffrey,D
3679,Penner,Dustin,LW
11755,Penny,Ryan,LW
11859,Pepin,Alexis,LW
5443,Percy,Stuart,D
3645,Perezhogin,Alexander,C
11511,Perlini,Brendan,LW
3651,Perrault,Joel,C
4720,Perreault,Mathieu,C
1003,Perrin,Eric,C
4307,Perron,David,LW
11779,Perron,Francis,LW
665,Perrott,Nathan,RW
3626,Perry,Corey,RW
5356,Persson,John,LW
5845,Pesce,Brett,D
5190,Pesonen,Harri,C
4452,Pesonen,Janne,LW
5430,Petan,Nicolas,C
172,Peters,Andrew,LW
12033,Peters,Alexander,D
12046,Peters,Taylor,C
4434,Peters,Warren,C
4764,Peters,Justin,G
3900,Petersen,Toby,C
5068,Petersson,Andre,RW
5153,Petrecki,Nick,D
5134,Petreckl,Nick,D
5019,Petrell,Lennart,C
1059,Petrov,Oleg,RW
11776,Petrov,Kirill,RW
5213,Petrovic,Alex,D
338,Petrovicky,Ronald,RW
4624,Petruzalek,Jakub,C
4929,Petry,Jeff,D
11864,Petryk,Reid,C
12004,Petti,Niki,C
967,Pettinen,Tomi,D
148,Pettinger,Matt,LW
4244,Peverley,Rich,C
3661,Phaneuf,Dion,D
222,Phillips,Chris,D
4409,Picard,Alexandre,LW
3501,Picard,Alexandre,LW
4169,Picard,Alexandre,D
4873,Pickard,Chet,G
5467,Pickard,Calvin,G
4960,Pielmeier,Timo,G
4429,Pierre,Martin,C
9048,Pietila,Blake,LW
4548,Pietrangelo,Alex,D
866,Pihlman,Thomas,LW
4372,Pihlstrom,Antti,RW
4678,Pikkarainen,Ilkka,RW
753,Pilar,Karel,D
5739,Pilon,Ryan,D
4418,Pineault,Adam,RW
5188,Pinizzotto,Steven,RW
321,Pirjeta,Lasse,LW
287,Pirnes,Esa,C
339,Piros,Kamil,C
4828,Pirri,Brandon,C
1117,Pisa,Ales,D
3487,Pisani,Fernando,RW
4363,Pisani,Fernando,RW
4533,Pisellini,Gino,RW
4251,Piskula,Joe,D
4811,Pistilli,Matthew,RW
188,Pitkanen,Joni,D
5274,Pitlick,Tyler,RW
685,Pittis,Domenic,C
4845,Pitton,Bryan,G
786,Pivko,Libor,LW
11775,Plachta,Matthias,LW
4445,Plante,Tyler,G
4762,Plante,Alex,D
3800,Platt,Geoff,C
864,Plekanec,Tomas,C
4222,Plihal,Tomas,C
5820,Plotnikov,Sergei,C
69,Poapst,Steve,D
11813,Pochiro,Zach,LW
997,Pock,Thomas,D
1050,Podein,Shjon,LW
992,Podkonicky,Andrej,C
4454,Pogge,Justin,G
10079,Point,Brayden,C
5532,Poirier,Emile,LW
3742,Polak,Vojtech,LW
4052,Polak,Roman,D
855,Pominville,Jason,RW
680,Ponikarovsky,Alexei,LW
870,Popovic,Mark,D
4226,Popperle,Tomas,G
4539,Porter,Kevin,C
4557,Porter,Chris,LW
4967,Postma,Paul,D
625,Pothier,Brian,D
498,Poti,Tom,D
4467,Potter,Corey,D
3892,Potulny,Ryan,C
12460,Poturalski,Andrew,C
4934,Poulin,Kevin,G
3694,Pouliot,Benoit,LW
3885,Pouliot,Marc-Antoine,C
5502,Pouliot,Derrick,D
4534,Powe,Darroll,C
456,Pratt,Nolan,D
4294,Price,Carey,G
381,Primeau,Wayne,C
5523,Prince,Shane,C
3894,Printz,David,D
970,Pronger,Sean,C
54,Prospal,Vaclav,C
4785,Prosser,Nate,D
5094,Prout,Dalton,D
5602,Provorov,Ivan,D
624,Prusek,Martin,G
4097,Prust,Brandon,LW
5530,Puempel,Matt,LW
9630,Puljujarvi,Jesse,RW
5346,Pulkkinen,Teemu,LW
5815,Pulock,Ryan,D
4357,Purcell,Teddy,RW
571,Purinton,Dale,D
3883,Pushkarev,Konstantin,RW
821,Pushor,Jamie,D
4722,Pyatt,Tom,LW
11714,Pyett,Logan,D
4682,Pyorala,Mika,C
5192,Pysyk,Mark,D
11473,Quenneville,John,C
12034,Quenneville,Peter,C
4333,Quick,Jonathan,G
4611,Quick,Kevin,D
3784,Quincey,Kyle,D
9080,Quine,Alan,C
67,Quint,Deron,D
208,Quintal,Stephane,D
5296,Raanta,Antti,G
5360,Racine,Jonathan,D
558,Radivojevic,Branko,RW
5759,Radke,Roy,RW
4100,Radulov,Alexander,RW
28,Radulov,Igor,LW
11826,Raffl,Thomas,C
5267,Raffl,Michael,LW
190,Ragnarsson,Marcus,D
5144,Rakell,Rickard,RW
4923,Rakhshani,Rhett,RW
5053,Rallo,Greg,C
5553,Ramage,John,D
4359,Ramholt,Tim,D
4147,Ramo,Karri,G
5837,Randell,Tyler,RW
5525,Ranford,Brendan,LW
1055,Ranheim,Paul,LW
5605,Rantanen,Mikko,RW
5222,Rask,Joonas,C
5458,Rask,Victor,C
4326,Rask,Tuukka,G
5882,Rasmussen,Dennis,C
103,Rasmussen,Erik,C
11767,Ratelle,Joey,LW
5372,Rattie,Ty,RW
5923,Rau,Kyle,C
959,Ray,Rob,RW
4301,Raymond,Mason,LW
5005,Read,Matt,RW
4892,Reaves,Ryan,RW
4635,Rechlicz,Joel,RW
5782,Reddekopp,Chaz,D
224,Redden,Wade,D
4364,Reddox,Liam,LW
5155,Redmond,Zach,D
4771,Reese,Dylan,D
419,Regehr,Robyn,D
3689,Regehr,Richie,D
3887,Regier,Steve,LW
4615,Regin,Peter,C
5574,Regner,Brent,C
903,Reich,Jeremy,C
587,Reichel,Robert,C
3817,Reid,Darren,RW
5814,Reilly,Mike,D
4862,Reimer,James,G
5129,Reinhart,Griffin,D
5202,Reinhart,Max,C
5416,Reinhart,Sam,C
675,Reinprecht,Steven,C
939,Reirden,Todd,D
3891,Reitz,Erik,D
588,Renberg,Mikael,RW
5496,Rendulic,Borna,RW
11819,Renouf,Daniel,D
4582,Repik,Michal,RW
11735,Reway,Martin,LW
5182,Rheault,Jonathan,RW
703,Rheaume,Pascal,C
440,Ribeiro,Mike,C
383,Ricci,Mike,C
5695,Richard,Anthony,C
11591,Richard,Tanner,C
444,Richards,Brad,C
3489,Richards,Mike,C
4836,Richards,Alec,G
3789,Richardson,Brad,RW
3774,Richmond,Danny,D
5482,Rieder,Tobias,C
5261,Rielly,Morgan,D
4985,Rinaldo,Zac,RW
3810,Rinne,Pekka,G
5534,Rissanen,Rasmus,D
12039,Rissling,Jaynen,D
5253,Ristolainen,Rasmus,D
941,Rita,Jani,LW
269,Ritchie,Byron,C
5432,Ritchie,Nick,LW
5511,Ritchie,Brett,RW
4405,Ritola,Mattias,RW
11724,Rittich,David,G
704,Rivers,Jamie,D
209,Rivet,Craig,D
12047,Roach,Alex,C
3708,Roach,Andy,D
5078,Robak,Colby,D
44,Robidas,Stephane,D
5445,Robins,Bobby,C
12030,Robinson,Eric,C
5681,Robinson,Mike,G
9066,Robinson,Buddy,RW
796,Robinson,Nathan,LW
12,Roche,Travis,D
12025,Rodewald,Jack,RW
11613,Rodin,Anton,RW
4589,Rodney,Bryan,D
9075,Rodrigues,Evan,LW
4551,Rogers,Kyle,RW
769,Rohloff,Todd,D
84,Rolston,Brian,RW
3680,Rome,Aaron,D
12200,Rooney,Steve,C
12247,Rooney,Kevin,C
938,Rosa,Pavel,RW
4697,Rosehill,Jay,LW
5620,Roslovic,Jack,C
4558,Ross,Jared,C
11782,Ross,Garrett,LW
762,Rossiter,Kyle,D
716,Rourke,Allan,D
5157,Roussel,Antoine,LW
11710,Rowney,Carter,RW
831,Roy,Derek,C
3873,Roy,Mathieu,D
5626,Roy,Jeremy,D
5691,Roy,Nicolas,C
5789,Roy,Matt,LW
1042,Rozsival,Michal,D
9648,Rubtsov,German,C
1105,Rudkowsky,Cody,G
5773,Ruggiero,Steven,D
5209,Ruhwedel,Chad,D
11758,Rumble,Chris,D
677,Rumble,Darren,D
4990,Rundblad,David,D
5724,Ruopp,Sam,D
634,Rupp,Michael,RW
5063,Russell,Ryan,LW
4295,Russell,Kris,D
11730,Russo,Robbie,D
5500,Rust,Bryan,RW
5758,Ruusu,Markus,G
31,Ruutu,Tuomo,LW
5810,Ryan,Derek,C
11745,Ryan,Joakim,D
3835,Ryan,Matt,C
3870,Ryan,Prestin,D
4270,Ryan,Bobby,RW
4358,Ryan,Michael,C
5489,Rychel,Kerby,LW
210,Ryder,Michael,RW
5091,Rynnas,Jussi,G
3824,Rypien,Rick,C
3857,Ryznar,Jason,LW
5014,Saad,Brandon,LW
5684,Saarela,Aleksi,C
5668,Saarijarvi,Vili,D
719,Sabourin,Dany,G
5799,Sadek,Jack,D
1076,Safronov,Kirill,D
11717,Saheim,Travis,D
4708,Salak,Alexander,G
4479,Salcido,Brian,D
12032,Salituro,Dante,RW
4525,Salmela,Anssi,D
722,Salmelainen,Tony,RW
437,Salo,Sami,D
5512,Salomaki,Miikka,RW
1092,Salomonsson,Andreas,C
737,Salvador,Bryce,D
4754,Samson,Jerome,RW
5617,Samsonov,Ilya,G
5904,Samuelsson,Henrik,C
79,Samuelsson,Martin,LW
270,Samuelsson,Mikael,RW
5314,Samuelsson,Philip,D
5665,Sandstrom,Felix,G
10082,Sanford,Zachary,C
4681,Sanguinetti,Bobby,D
11718,Sanheim,Travis,D
341,Santala,Tommi,C
9078,Santini,Steven,D
4608,Santorelli,Mike,C
3731,Sarault,Yves,LW
740,Sarno,Peter,C
5877,Saros,Juuse,G
4644,Sauer,Matt,D
11777,Sautner,Ashton,D
650,Sauve,Philippe,G
4801,Sauve,Max,C
4957,Sauve,Yann,D
1108,Savage,Andre,C
5013,Savard,David,D
342,Savard,Marc,C
4627,Sawada,Raymond,RW
4494,Sawyer,Jean-Claude,D
1048,Sawyer,Kevin,LW
4535,Sbisa,Luca,D
4911,Scandella,Marco,D
12048,Scarlett,Reece,D
4948,Sceviour,Colton,C
3746,Schaefer,Nolan,G
225,Schaefer,Peter,LW
5488,Schaller,Tim,C
226,Schastlivy,Petr,LW
5003,Scheifele,Mark,C
5683,Schemitsch,Thomas,D
4552,Schenn,Luke,D
4712,Schenn,Brayden,LW
5439,Scherbak,Nikita,RW
5186,Schilling,Cameron,D
4623,Schlemko,David,D
11713,Schmaltz,Jordan,D
10071,Schmaltz,Nick,C
5729,Schmalz,Matt,RW
5269,Schmidt,Nate,D
362,Schnabel,Robert,D
304,Schneider,Mathieu,D
4575,Schneider,Cory,G
9074,Schneider,Cole,LW
11808,Schoenborn,Alex,RW
4260,Schremp,Rob,C
5150,Schroeder,Jordan,C
3749,Schubert,Christoph,D
4142,Schultz,Jesse,RW
4184,Schultz,Jeff,D
1027,Schultz,Ray,D
609,Schultz,Nick,D
5118,Schultz,Justin,D
748,Schwab,Corey,G
5088,Schwartz,Jaden,LW
4167,Schwarz,Marek,G
4520,Scott,John,LW
11821,Scott,Justin,C
955,Scoville,Darrel,D
5027,Scrivens,Ben,G
934,Scuderi,Robert,D
5390,Sdao,Michael,D
3634,Seabrook,Brent,D
438,Sedin,Daniel,LW
439,Sedin,Henrik,C
10094,Sedlak,Lukas,C
12486,Seeler,Nick,D
4634,Segal,Brandon,RW
4875,Seguin,Tyler,C
858,Seidenberg,Dennis,D
543,Sejna,Peter,LW
5429,Sekac,Jiri,LW
4157,Sekera,Andrej,D
999,Sekeras,Lubomir,D
5193,Selleck,Eric,LW
649,Semenov,Alexei,D
622,Semin,Alexander,RW
5752,Seney,Brett,LW
5610,Senyshyn,Zach,RW
9635,Sergachev,Mikhail,D
11852,Sergeev,Dmitrii,D
11853,Serville,Brennan,D
4424,Sestito,Tim,LW
4731,Sestito,Tom,LW
4316,Setoguchi,Devin,RW
899,Severson,Cam,LW
5453,Severson,Damon,D
4702,Sexsmith,Tyson,G
4744,Sexton,Dan,RW
5154,Sgarbossa,Michael,C
305,Shanahan,Brendan,LW
4035,Shannon,Ryan,C
4446,Shantz,David,G
1015,Shantz,Jeff,C
838,Sharp,Patrick,LW
4734,Sharp,MacGregor,C
4901,Shattenkirk,Kevin,D
5061,Shaw,Andrew,C
5848,Shaw,Logan,RW
5716,Shea,Ryan,D
5787,Shea,Patrick,C
5100,Sheahan,Riley,C
5892,Sheary,Conor,LW
4306,Sheppard,James,LW
5397,Shields,David,D
5860,Shinkaruk,Hunter,C
5490,Shinnimin,Brendan,C
12503,Shipachyov,Vadim,C
4704,Shirokov,Sergei,RW
849,Shishkanov,Timofei,RW
5514,Shore,Nick,C
5850,Shore,Devin,C
5121,Shore,Drew,C
5400,Shugg,Justin,RW
984,Shvidki,Denis,RW
5679,Sideroff,Deven,RW
5651,Siegenthaler,Jonas,D
5809,Sieloff,Patrick,D
4999,Siemens,Duncan,D
4584,Sifers,Jaime,D
4216,Sigalet,Jonathan,D
729,Siklenka,Mike,RW
5106,Silfverberg,Jakob,RW
5294,Sill,Zach,C
463,Sim,Jonathon,LW
4514,Simmonds,Wayne,RW
5732,Simon,Dominik,C
812,Simon,Benjamin,LW
75,Simpson,Todd,D
480,Simpson,Reid,LW
11531,Simpson,Dillon,D
5309,Simpson,Kent,G
4982,Sims,Shane,D
5319,Sislo,Mike,RW
5330,Sissons,Colton,C
5526,Skapski,Mackenzie,G
4349,Skille,Jack,RW
4876,Skinner,Jeff,LW
3676,Skinner,Brett,D
5891,Skjei,Brady,D
11771,Skladnichenko,Nikolai,RW
524,Skrastins,Karlis,D
966,Slaney,John,D
3684,Slater,Jim,C
5866,Slavin,Jaccob,D
605,Slegr,Jiri,D
5812,Slepyshev,Anton,LW
4559,Sloan,Tyler,D
815,Sloan,Blake,RW
4290,Smaby,Matt,D
5733,Smallman,Spencer,RW
3627,Smid,Ladislav,D
61,Smirnov,Alexei,LW
399,Smith,Jason,D
3628,Smith,Jordan,D
3761,Smith,Dan,D
10096,Smith,Gemel,C
12349,Smith,C.J.,LW
5491,Smith,Colin,C
5800,Smith,Evan,G
1098,Smith,D.J.,D
3486,Smith,Mike,G
4574,Smith,Zack,C
4602,Smith,Trevor,C
4829,Smith,Ben,RW
4966,Smith,Derek,D
5012,Smith,Craig,C
5032,Smith,Brendan,D
5092,Smith,Reilly,RW
5128,Smith,Jeremy,G
5007,Smith-Pelly,Devante,RW
801,Smithson,Jerred,C
4577,Smolenak,Radek,LW
4415,Smotherman,Jordan,LW
400,Smyth,Ryan,LW
1114,Smyth,Brad,RW
5051,Sneep,Carl,D
133,Snow,Garth,G
1079,Snyder,Dan,C
4336,Sobotka,Vladimir,LW
5215,Soderberg,Carl,C
193,Somik,Radovan,RW
5767,Song,Andong,D
882,Sonnenberg,Martin,LW
427,Sopel,Brent,D
10085,Sorensen,Nick,RW
11740,Sorensen,Marcus,RW
4448,Soryal,Justin,LW
5925,Soshnikov,Nikita,RW
5703,Spacek,Michael,RW
324,Spacek,Jaroslav,D
4749,Spaling,Nick,C
5878,Sparks,Garret,G
5662,Speers,Blake,C
5639,Spencer,Matthew,D
228,Spezza,Jason,C
560,Spiller,Matthew,D
5112,Spooner,Ryan,C
5640,Sprong,Daniel,RW
5377,Sproul,Ryan,D
4071,Sprukts,Janis,C
4444,Spurgeon,Tyler,C
4918,Spurgeon,Jared,D
4812,Staal,Jared,RW
4029,Staal,Jordan,C
4292,Staal,Marc,D
247,Staal,Eric,C
4101,Stafford,Drew,RW
4400,Stafford,Garrett,D
401,Staios,Steve,D
590,Stajan,Matt,C
4690,Stalberg,Viktor,LW
4947,Stalock,Alex,G
4457,Stamkos,Steven,C
766,Stana,Rastislav,G
9644,Stanley,Logan,D
4835,Stanton,Ryan,D
4628,Stapleton,Tim,RW
3696,Stastny,Yan,C
4019,Stastny,Paul,C
4544,Staubitz,Brad,RW
5031,St-Denis,Frederic,D
10108,Stecher,Troy,D
3836,Steckel,David,LW
9656,Steel,Sam,C
3713,Steen,Alexander,LW
343,Stefan,Patrik,C
3720,Stempniak,Lee,RW
5652,Stenlund,Kevin,C
4885,Stepan,Derek,C
4308,Stephan,Tobias,G
5628,Stephens,Mitchell,C
5717,Stephens,Devante,D
711,Stephens,Charlie,C
4242,Stephenson,Shay,LW
5838,Stephenson,Chandler,C
4276,Sterling,Brett,LW
5721,Stevens,Luke,LW
3785,Stevenson,Grant,C
3643,Stewart,Anthony,C
11848,Stewart,Mackenze,D
4423,Stewart,Gregory,LW
4579,Stewart,Chris,RW
5706,Stezka,Ales,G
246,St. Jacques,Bruno,D
458,St. Louis,Martin,RW
4747,Stoa,Ryan,C
598,Stock,P.J.,C
11348,Stolarz,Anthony,G
695,Stoll,Jarret,C
5324,Stollery,Karl,D
5081,Stone,Michael,D
5105,Stone,Mark,RW
4750,Stoner,Clayton,D
699,Storr,Jamie,G
4221,Stortini,Zack,RW
3759,St. Pierre,Martin,C
4595,Strachan,Tyson,D
4962,Strait,Brian,D
5516,Straka,Petr,RW
4311,Stralman,Anton,D
12044,Stransky,Matej,RW
464,Strbak,Martin,D
5164,Street,Ben,C
3665,Streit,Mark,D
4997,Strome,Ryan,C
5598,Strome,Dylan,C
1007,Stroshein,Garret,RW
23,Strudwick,Jason,D
4343,Stuart,Colin,LW
3629,Stuart,Mark,D
672,Stuart,Brad,D
289,Stumpel,Jozef,C
384,Sturm,Marco,LW
988,Stutzel,Mike,LW
5528,Subban,Malcolm,G
4671,Subban,P.K.,D
11737,Subban,Jordan,D
561,Suchy,Radoslav,D
875,Suglobov,Aleksander,RW
4616,Sulzer,Alexander,D
4940,Summers,Chris,D
5819,Sundqvist,Oskar,C
5345,Sundstrom,Johan,C
1011,Surma,Damian,LW
764,Surovy,Tomas,LW
5195,Sustr,Andrej,D
3714,Suter,Ryan,D
149,Sutherby,Brian,C
4490,Sutter,Brandon,C
4599,Sutter,Brett,C
5466,Sutter,Brody,C
1116,Svartvadet,Per,C
525,Svatos,Marek,RW
5614,Svechnikov,Evgeny,LW
5830,Svedberg,Viktor,D
5229,Svedberg,Niklas,G
745,Svitov,Alexander,C
248,Svoboda,Jaroslav,RW
5803,Svoboda,Miroslav,G
909,Swanson,Brian,C
5138,Sweatt,Bill,LW
55,Sykora,Petr,RW
3760,Syvret,Danny,D
4576,SzCzechura,Paul,C
5283,Szwarz,Jordan,RW
774,Taffe,Jeff,C
5277,Talbot,Cam,G
3710,Talbot,Maxime,RW
4837,Talbot,Julien,C
3777,Tallackson,Barry,D
175,Tallinder,Henrik,D
3796,Tambellini,Jeff,LW
12012,Tambellini,Adam,C
345,Tamer,Chris,D
5713,Tammela,Jonne,RW
9068,Tanev,Brandon,LW
4939,Tanev,Christopher,D
4792,Tangradi,Eric,LW
526,Tanguay,Alex,LW
4880,Taormina,Matt,D
5135,Tarasenko,Vladimir,RW
5521,Tarasov,Daniil,RW
5159,Tardif,Jamie,RW
3739,Tarnasky,Nick,LW
482,Tarnstrom,Dick,D
4864,Tatar,Tomas,LW
3854,Taticek,Petr,C
4680,Tavares,John,C
4414,Taylor,Daniel,G
176,Taylor,Chris,C
460,Taylor,Tim,C
4908,Tedenby,Mattias,RW
671,Tellqvist,Mikael,G
4112,Tenkrat,Petr,RW
5198,Tennyson,Matt,D
3869,Tenute,Joey,LW
5355,Teravainen,Teuvo,C
4813,Terry,Chris,LW
5738,Terry,Troy,C
4536,Teslak,Michael-Lee,G
661,Tetarenko,Joey,RW
5028,Teubert,Colten,D
5900,Theodore,Shea,D
673,Therien,Chris,D
4860,Thiessen,Brad,G
4360,Thomas,William,RW
