"date","pd","time","team","g_id","g_last","g_first","a1_id","a1_last","a1_first","a2_id","a2_last","a2_first"
"2016-11-26","2","4:00","NJD",353,"Fiddler","Vernon",NA,NA,NA,NA,NA,NA
"2016-11-26","2","9:19","NJD",721,"Cammalleri","Mike",5601,"Zacha","Pavel",4959,"Moore","John"
"2016-11-26","3","19:46","PIT",3490,"Crosby","Sidney",5500,"Rust","Bryan",3652,"Malkin","Evgeni"
"2016-11-30","1","19:47","NYI",4373,"Boychuk","Johnny",4527,"Bailey","Joshua",5226,"Nelson","Brock"
"2016-11-30","2","2:10","NYI",388,"Chimera","Jason",5364,"Mayfield","Scott",5623,"Beauvillier","Anthony"
"2016-11-30","2","17:21","NYI",5083,"Cizikas","Casey",5364,"Mayfield","Scott",3658,"Ladd","Andrew"
"2016-11-30","3","0:32","PIT",5892,"Sheary","Conor",4523,"Hornqvist","Patric",3490,"Crosby","Sidney"
"2016-11-30","3","10:40","PIT",5118,"Schultz","Justin",4905,"Cole","Ian",NA,NA,NA
"2016-11-30","3","13:08","PIT",3652,"Malkin","Evgeni",5310,"Dumoulin","Brian",3490,"Crosby","Sidney"
"2016-11-30","3","19:33","NYI",5199,"Lee","Anders",4511,"Hickey","Thomas",4373,"Boychuk","Johnny"
"2016-11-30","3","19:36","NYI",4549,"Kulemin","Nikolai",5083,"Cizikas","Casey",NA,NA,NA
"2016-12-01","1","8:47","PIT",4905,"Cole","Ian",4008,"Kessel","Phil",5118,"Schultz","Justin"
"2016-12-01","1","11:25","DAL",5850,"Shore","Devin",3733,"Eaves","Patrick",5573,"Johns","Stephen"
"2016-12-01","2","7:43","PIT",4523,"Hornqvist","Patric",3652,"Malkin","Evgeni",3490,"Crosby","Sidney"
"2016-12-01","2","11:21","DAL",4875,"Seguin","Tyler",228,"Spezza","Jason",5484,"Klingberg","John"
"2016-12-01","2","19:38","PIT",3490,"Crosby","Sidney",5892,"Sheary","Conor",4523,"Hornqvist","Patric"
"2016-12-01","3","16:22","PIT",5892,"Sheary","Conor",3490,"Crosby","Sidney",5118,"Schultz","Justin"
"2016-12-01","3","17:14","PIT",3819,"Fehr","Eric",5907,"Kuhnhackl","Tom",4030,"Letang","Kris"
"2016-12-01","3","17:55","PIT",4775,"Bonino","Nick",5492,"Wilson","Scott",4905,"Cole","Ian"
"2016-12-03","1","13:31","DET",309,"Zetterberg","Henrik",5413,"Mantha","Anthony",4864,"Tatar","Tomas"
"2016-12-03","2","8:00","DET",4211,"Nielsen","Frans",5100,"Sheahan","Riley",5203,"DeKeyser","Danny"
"2016-12-03","2","11:00","PIT",4008,"Kessel","Phil",3652,"Malkin","Evgeni",5038,"Hagelin","Carl"
"2016-12-03","2","18:14","DET",5829,"Larkin","Dylan",3632,"Vanek","Thomas",925,"Green","Mike"
"2016-12-03","3","2:05","PIT",4775,"Bonino","Nick",4905,"Cole","Ian",5500,"Rust","Bryan"
"2016-12-03","3","6:28","PIT",5118,"Schultz","Justin",4905,"Cole","Ian",3652,"Malkin","Evgeni"
"2016-12-03","3","10:54","PIT",4008,"Kessel","Phil",5038,"Hagelin","Carl",4030,"Letang","Kris"
"2016-12-03","3","19:19","PIT",257,"Cullen","Matt",4523,"Hornqvist","Patric",3490,"Crosby","Sidney"
"2016-12-05","1","1:45","PIT",5500,"Rust","Bryan",3652,"Malkin","Evgeni",4030,"Letang","Kris"
"2016-12-05","1","8:18","OTT",4420,"Turris","Kyle",5895,"Dzingel","Ryan",5817,"Wideman","Chris"
"2016-12-05","1","8:45","PIT",3490,"Crosby","Sidney",5892,"Sheary","Conor",4905,"Cole","Ian"
"2016-12-05","1","13:44","OTT",4660,"Karlsson","Erik",5105,"Stone","Mark",NA,NA,NA
"2016-12-05","2","1:00","OTT",5105,"Stone","Mark",3661,"Phaneuf","Dion",4660,"Karlsson","Erik"
"2016-12-05","2","7:08","OTT",4426,"Hoffman","Mike",4660,"Karlsson","Erik",5105,"Stone","Mark"
"2016-12-05","2","8:28","PIT",257,"Cullen","Matt",5500,"Rust","Bryan",NA,NA,NA
"2016-12-05","2","14:13","PIT",4008,"Kessel","Phil",5118,"Schultz","Justin",4905,"Cole","Ian"
"2016-12-05","2","14:37","PIT",5118,"Schultz","Justin",3652,"Malkin","Evgeni",4008,"Kessel","Phil"
"2016-12-05","3","1:05","PIT",3652,"Malkin","Evgeni",4008,"Kessel","Phil",NA,NA,NA
"2016-12-05","3","6:17","OTT",3661,"Phaneuf","Dion",4420,"Turris","Kyle",4660,"Karlsson","Erik"
"2016-12-05","3","17:32","PIT",5500,"Rust","Bryan",898,"Kunitz","Chris",5310,"Dumoulin","Brian"
"2016-12-08","1","3:06","PIT",3490,"Crosby","Sidney",4523,"Hornqvist","Patric",5892,"Sheary","Conor"
"2016-12-08","1","4:51","PIT",5892,"Sheary","Conor",3490,"Crosby","Sidney",5118,"Schultz","Justin"
"2016-12-08","1","7:34","PIT",5907,"Kuhnhackl","Tom",5492,"Wilson","Scott",NA,NA,NA
"2016-12-08","2","6:17","FLO",143,"Jagr","Jaromir",5241,"Barkov","Aleksander",4051,"Yandle","Keith"
"2016-12-08","3","5:48","PIT",257,"Cullen","Matt",5492,"Wilson","Scott",5118,"Schultz","Justin"
"2016-12-08","3","19:27","PIT",5038,"Hagelin","Carl",5894,"Murray","Matthew",NA,NA,NA
"2016-12-10","1","12:03","PIT",3490,"Crosby","Sidney",5310,"Dumoulin","Brian",4030,"Letang","Kris"
"2016-12-10","1","17:57","TBL",5230,"Drouin","Jonathan",4311,"Stralman","Anton",5300,"Kucherov","Nikita"
"2016-12-10","2","3:38","TBL",3813,"Filppula","Valtteri",5510,"Nesterov","Nikita",NA,NA,NA
"2016-12-10","2","10:19","TBL",5230,"Drouin","Jonathan",4562,"Garrison","Jason",5136,"Namestnikov","Vladislav"
"2016-12-10","2","17:25","PIT",3652,"Malkin","Evgeni",4008,"Kessel","Phil",4030,"Letang","Kris"
"2016-12-10","3","5:08","PIT",3490,"Crosby","Sidney",4008,"Kessel","Phil",4030,"Letang","Kris"
"2016-12-10","3","8:36","PIT",3652,"Malkin","Evgeni",701,"Daley","Trevor",4008,"Kessel","Phil"
"2016-12-12","1","8:40","PIT",5492,"Wilson","Scott",257,"Cullen","Matt",NA,NA,NA
"2016-12-12","2","4:30","PIT",4775,"Bonino","Nick",NA,NA,NA,NA,NA,NA
"2016-12-12","2","6:58","PIT",701,"Daley","Trevor",NA,NA,NA,NA,NA,NA
"2016-12-12","2","8:30","PIT",5500,"Rust","Bryan",5259,"Maatta","Olli",NA,NA,NA
"2016-12-12","2","15:13","PIT",3490,"Crosby","Sidney",3652,"Malkin","Evgeni",4030,"Letang","Kris"
"2016-12-12","3","1:20","PIT",4008,"Kessel","Phil",3652,"Malkin","Evgeni",5038,"Hagelin","Carl"
"2016-12-12","3","12:26","PIT",5118,"Schultz","Justin",4775,"Bonino","Nick",5892,"Sheary","Conor"
"2016-12-14","1","10:48","BOS",4692,"Marchand","Brad",4179,"Backes","David",78,"Bergeron","Patrice"
"2016-12-14","1","12:49","PIT",5118,"Schultz","Justin",3490,"Crosby","Sidney",5892,"Sheary","Conor"
"2016-12-14","2","6:40","BOS",4224,"Krejci","David",5488,"Schaller","Tim",5437,"Pastrnak","David"
"2016-12-14","2","9:47","PIT",4775,"Bonino","Nick",701,"Daley","Trevor",5894,"Murray","Matthew"
"2016-12-14","3","9:02","PIT",5892,"Sheary","Conor",5310,"Dumoulin","Brian",5118,"Schultz","Justin"
"2016-12-14","3","13:20","BOS",5437,"Pastrnak","David",NA,NA,NA,NA,NA,NA
"2016-12-14","4","1:24","PIT",5500,"Rust","Bryan",3652,"Malkin","Evgeni",5118,"Schultz","Justin"
"2016-12-16","4","1:00","LAK",5191,"Toffoli","Tyler",4512,"Martinez","Alec",5292,"Pearson","Tanner"
"2016-12-17","1","12:51","PIT",3652,"Malkin","Evgeni",5118,"Schultz","Justin",3490,"Crosby","Sidney"
"2016-12-17","1","13:05","TOR",10057,"Zaitsev","Nikita",5599,"Marner","Mitchell",4683,"van Riemsdyk","James"
"2016-12-17","4","2:00","TOR",5006,"Gardiner","Jake",5599,"Marner","Mitchell",NA,NA,NA
"2016-12-20","1","5:55","PIT",3490,"Crosby","Sidney",4905,"Cole","Ian",5118,"Schultz","Justin"
"2016-12-20","1","16:59","NYR",5530,"Puempel","Matt",5922,"Hrivik","Marek",4664,"Holden","Nick"
"2016-12-20","2","4:43","PIT",3652,"Malkin","Evgeni",898,"Kunitz","Chris",4008,"Kessel","Phil"
"2016-12-20","2","8:53","PIT",4008,"Kessel","Phil",3652,"Malkin","Evgeni",5310,"Dumoulin","Brian"
"2016-12-20","3","1:52","NYR",4688,"Grabner","Michael",4885,"Stepan","Derek",4927,"Zuccarello","Mats"
"2016-12-20","3","4:11","PIT",5118,"Schultz","Justin",3652,"Malkin","Evgeni",NA,NA,NA
"2016-12-20","3","6:12","PIT",5500,"Rust","Bryan",3490,"Crosby","Sidney",NA,NA,NA
"2016-12-20","3","12:22","PIT",4523,"Hornqvist","Patric",4775,"Bonino","Nick",898,"Kunitz","Chris"
"2016-12-20","3","19:49","PIT",4775,"Bonino","Nick",5500,"Rust","Bryan",4905,"Cole","Ian"
"2016-12-22","1","2:39","PIT",3490,"Crosby","Sidney",4905,"Cole","Ian",5892,"Sheary","Conor"
"2016-12-22","1","13:01","CBJ",5011,"Atkinson","Cam",4278,"Foligno","Nick",5449,"Wennberg","Alexander"
"2016-12-22","2","10:15","CBJ",5459,"Karlsson","William",4275,"Gagner","Sam",5513,"Anderson","Josh"
"2016-12-22","2","12:20","CBJ",356,"Hartnell","Scott",NA,NA,NA,NA,NA,NA
"2016-12-22","3","2:44","CBJ",356,"Hartnell","Scott",4275,"Gagner","Sam",4254,"Johnson","Jack"
"2016-12-22","3","3:01","CBJ",5014,"Saad","Brandon",5449,"Wennberg","Alexander",4278,"Foligno","Nick"
"2016-12-22","3","3:35","CBJ",5245,"Jenner","Boone",4245,"Dubinsky","Brandon",5243,"Jones","Seth"
"2016-12-22","3","6:24","CBJ",356,"Hartnell","Scott",4245,"Dubinsky","Brandon",5014,"Saad","Brandon"
"2016-12-23","1","11:00","PIT",3490,"Crosby","Sidney",5118,"Schultz","Justin",4008,"Kessel","Phil"
"2016-12-23","2","4:13","PIT",3819,"Fehr","Eric",NA,NA,NA,NA,NA,NA
"2016-12-23","2","13:24","NJD",4796,"Palmieri","Kyle",4959,"Moore","John",4846,"Hall","Taylor"
"2016-12-23","2","19:21","PIT",5209,"Ruhwedel","Chad",898,"Kunitz","Chris",3652,"Malkin","Evgeni"
"2016-12-23","3","12:05","PIT",4523,"Hornqvist","Patric",3652,"Malkin","Evgeni",NA,NA,NA
"2016-12-27","1","1:18","NJD",4231,"Parenteau","Pierre-Alexandre",4846,"Hall","Taylor",NA,NA,NA
"2016-12-27","1","6:43","PIT",3652,"Malkin","Evgeni",3490,"Crosby","Sidney",4008,"Kessel","Phil"
"2016-12-27","1","8:23","NJD",4983,"Henrique","Adam",4796,"Palmieri","Kyle",4032,"Zajac","Travis"
"2016-12-27","2","10:56","PIT",3490,"Crosby","Sidney",5892,"Sheary","Conor",NA,NA,NA
"2016-12-27","2","19:54","PIT",5118,"Schultz","Justin",3652,"Malkin","Evgeni",3490,"Crosby","Sidney"
"2016-12-27","3","3:13","PIT",5038,"Hagelin","Carl",5209,"Ruhwedel","Chad",NA,NA,NA
"2016-12-27","3","18:42","PIT",5500,"Rust","Bryan",4775,"Bonino","Nick",5038,"Hagelin","Carl"
"2016-12-28","1","8:10","CAR",5260,"Lindholm","Elias",5600,"Hanifin","Noah",4996,"Murphy","Ryan"
"2016-12-28","2","0:26","PIT",3490,"Crosby","Sidney",5118,"Schultz","Justin",5892,"Sheary","Conor"
"2016-12-28","2","12:32","CAR",3720,"Stempniak","Lee",5355,"Teravainen","Teuvo",5630,"Aho","Sebastian"
"2016-12-28","3","1:59","PIT",898,"Kunitz","Chris",4008,"Kessel","Phil",4775,"Bonino","Nick"
"2016-12-28","3","15:45","PIT",5038,"Hagelin","Carl",4523,"Hornqvist","Patric",701,"Daley","Trevor"
"2016-12-31","1","4:07","MTL",4100,"Radulov","Alexander",4943,"Byron","Paul",3846,"Weber","Shea"
"2016-12-31","2","1:07","PIT",4523,"Hornqvist","Patric",3652,"Malkin","Evgeni",5038,"Hagelin","Carl"
"2016-12-31","2","4:28","PIT",4008,"Kessel","Phil",5038,"Hagelin","Carl",5259,"Maatta","Olli"
"2016-12-31","2","19:21","MTL",4943,"Byron","Paul",4929,"Petry","Jeff",NA,NA,NA
"2016-12-31","3","2:04","MTL",5177,"Flynn","Brian",5880,"Carr","Daniel",NA,NA,NA
"2016-12-31","3","19:05","PIT",5892,"Sheary","Conor",5118,"Schultz","Justin",4030,"Letang","Kris"
"2016-12-31","4","1:54","PIT",3652,"Malkin","Evgeni",4008,"Kessel","Phil",4030,"Letang","Kris"
"2017-01-08","2","2:19","TBL",5230,"Drouin","Jonathan",3813,"Filppula","Valtteri",4685,"Hedman","Victor"
"2017-01-08","2","6:44","PIT",5892,"Sheary","Conor",5500,"Rust","Bryan",3490,"Crosby","Sidney"
"2017-01-08","2","11:14","PIT",3819,"Fehr","Eric",257,"Cullen","Matt",NA,NA,NA
"2017-01-08","3","2:33","PIT",898,"Kunitz","Chris",5259,"Maatta","Olli",4775,"Bonino","Nick"
"2017-01-08","3","3:28","PIT",5492,"Wilson","Scott",NA,NA,NA,NA,NA,NA
"2017-01-08","3","5:40","TBL",5136,"Namestnikov","Vladislav",5230,"Drouin","Jonathan",4311,"Stralman","Anton"
"2017-01-08","3","7:50","PIT",4008,"Kessel","Phil",3490,"Crosby","Sidney",5892,"Sheary","Conor"
"2017-01-08","3","17:20","PIT",4030,"Letang","Kris",5118,"Schultz","Justin",257,"Cullen","Matt"
"2017-01-11","1","0:35","WSH",3495,"Ovechkin","Alex",4264,"Backstrom","Nicklas",4547,"Oshie","T.J."
"2017-01-11","2","8:06","WSH",3495,"Ovechkin","Alex",4735,"Carlson","John",4264,"Backstrom","Nicklas"
"2017-01-11","3","4:31","WSH",196,"Williams","Justin",5344,"Kuznetsov","Evgeny",5036,"Orlov","Dmitry"
"2017-01-11","3","7:46","PIT",3652,"Malkin","Evgeni",5118,"Schultz","Justin",4008,"Kessel","Phil"
"2017-01-11","3","13:11","WSH",4264,"Backstrom","Nicklas",4547,"Oshie","T.J.",4735,"Carlson","John"
"2017-01-11","3","17:24","PIT",4523,"Hornqvist","Patric",3490,"Crosby","Sidney",4008,"Kessel","Phil"
"2017-01-11","3","19:42","WSH",4723,"Eller","Lars",4264,"Backstrom","Nicklas",4547,"Oshie","T.J."
"2017-01-12","1","5:29","OTT",4270,"Ryan","Bobby",5817,"Wideman","Chris",4354,"Brassard","Derick"
"2017-01-12","1","9:26","OTT",4426,"Hoffman","Mike",4660,"Karlsson","Erik",4420,"Turris","Kyle"
"2017-01-12","2","12:50","OTT",4722,"Pyatt","Tom",4660,"Karlsson","Erik",5207,"Pageau","Jean-Gabriel"
"2017-01-12","2","19:53","PIT",5892,"Sheary","Conor",3652,"Malkin","Evgeni",4905,"Cole","Ian"
"2017-01-12","3","8:59","OTT",5105,"Stone","Mark",4354,"Brassard","Derick",4574,"Smith","Zack"
"2017-01-14","1","0:27","PIT",4030,"Letang","Kris",3490,"Crosby","Sidney",NA,NA,NA
"2017-01-14","2","3:51","PIT",3652,"Malkin","Evgeni",5038,"Hagelin","Carl",NA,NA,NA
"2017-01-14","2","9:01","DET",5026,"Nyquist","Gustav",5272,"Ouellet","Xavier",11592,"Jensen","Nick"
"2017-01-14","2","13:28","DET",3632,"Vanek","Thomas",4419,"Abdelkader","Justin",NA,NA,NA
"2017-01-14","2","17:56","PIT",257,"Cullen","Matt",NA,NA,NA,NA,NA,NA
"2017-01-14","2","19:06","DET",4211,"Nielsen","Frans",925,"Green","Mike",3632,"Vanek","Thomas"
"2017-01-14","3","1:46","DET",5853,"Athanasiou","Andreas",NA,NA,NA,NA,NA,NA
"2017-01-14","3","11:51","DET",925,"Green","Mike",5413,"Mantha","Anthony",5026,"Nyquist","Gustav"
"2017-01-14","3","13:14","DET",309,"Zetterberg","Henrik",5026,"Nyquist","Gustav",5413,"Mantha","Anthony"
"2017-01-16","1","7:06","WSH",5451,"Burakovsky","Andre",4281,"Winnik","Daniel",NA,NA,NA
"2017-01-16","1","17:09","WSH",4264,"Backstrom","Nicklas",4547,"Oshie","T.J.",3495,"Ovechkin","Alex"
"2017-01-16","2","1:17","WSH",196,"Williams","Justin",5344,"Kuznetsov","Evgeny",4882,"Johansson","Marcus"
"2017-01-16","2","6:28","PIT",3652,"Malkin","Evgeni",701,"Daley","Trevor",5118,"Schultz","Justin"
"2017-01-16","2","7:12","PIT",5892,"Sheary","Conor",3490,"Crosby","Sidney",701,"Daley","Trevor"
"2017-01-16","2","8:55","PIT",4775,"Bonino","Nick",5118,"Schultz","Justin",4008,"Kessel","Phil"
"2017-01-16","2","13:47","PIT",5500,"Rust","Bryan",701,"Daley","Trevor",5259,"Maatta","Olli"
"2017-01-16","2","14:37","PIT",3652,"Malkin","Evgeni",11327,"Guentzel","Jake",5118,"Schultz","Justin"
"2017-01-16","2","15:07","WSH",5004,"Connolly","Brett",4504,"Chorney","Taylor",5451,"Burakovsky","Andre"
"2017-01-16","2","16:54","WSH",4723,"Eller","Lars",5269,"Schmidt","Nate",4547,"Oshie","T.J."
"2017-01-16","2","17:19","PIT",3652,"Malkin","Evgeni",4523,"Hornqvist","Patric",3490,"Crosby","Sidney"
"2017-01-16","3","5:55","PIT",3490,"Crosby","Sidney",5892,"Sheary","Conor",5500,"Rust","Bryan"
"2017-01-16","3","9:29","WSH",4547,"Oshie","T.J.",3495,"Ovechkin","Alex",4300,"Niskanen","Matt"
"2017-01-16","3","14:38","WSH",4723,"Eller","Lars",5036,"Orlov","Dmitry",4300,"Niskanen","Matt"
"2017-01-16","4","0:34","PIT",5892,"Sheary","Conor",3490,"Crosby","Sidney",5118,"Schultz","Justin"
"2017-01-18","1","14:52","PIT",4905,"Cole","Ian",3652,"Malkin","Evgeni",4523,"Hornqvist","Patric"
"2017-01-18","2","5:19","PIT",3819,"Fehr","Eric",898,"Kunitz","Chris",5492,"Wilson","Scott"
"2017-01-18","2","17:38","PIT",11327,"Guentzel","Jake",4953,"Gaunce","Cameron",4523,"Hornqvist","Patric"
"2017-01-18","2","18:11","MTL",5494,"Andrighetto","Sven",5017,"Emelin","Alexei",10064,"Lehkonen","Artturi"
"2017-01-18","3","15:36","PIT",5259,"Maatta","Olli",5892,"Sheary","Conor",NA,NA,NA
"2017-01-20","1","12:31","PIT",701,"Daley","Trevor",NA,NA,NA,NA,NA,NA
"2017-01-20","2","6:59","PIT",5038,"Hagelin","Carl",4953,"Gaunce","Cameron",4008,"Kessel","Phil"
"2017-01-20","2","12:28","PIT",5892,"Sheary","Conor",5500,"Rust","Bryan",NA,NA,NA
"2017-01-20","2","12:46","PIT",898,"Kunitz","Chris",3819,"Fehr","Eric",5492,"Wilson","Scott"
"2017-01-20","2","17:29","PIT",4008,"Kessel","Phil",3652,"Malkin","Evgeni",5118,"Schultz","Justin"
"2017-01-20","3","6:37","PIT",3652,"Malkin","Evgeni",11327,"Guentzel","Jake",5118,"Schultz","Justin"
"2017-01-20","3","7:09","CAR",4690,"Stalberg","Viktor",203,"Hainsey","Ron",5866,"Slavin","Jaccob"
"2017-01-20","3","9:05","PIT",5892,"Sheary","Conor",3490,"Crosby","Sidney",5500,"Rust","Bryan"
"2017-01-22","2","0:18","PIT",5500,"Rust","Bryan",3490,"Crosby","Sidney",5892,"Sheary","Conor"
"2017-01-22","2","9:06","PIT",5892,"Sheary","Conor",5500,"Rust","Bryan",3490,"Crosby","Sidney"
"2017-01-22","2","13:49","BOS",4224,"Krejci","David",5437,"Pastrnak","David",4459,"Beleskey","Matt"
"2017-01-22","3","1:40","PIT",4523,"Hornqvist","Patric",5209,"Ruhwedel","Chad",3652,"Malkin","Evgeni"
"2017-01-22","3","2:59","PIT",5892,"Sheary","Conor",5500,"Rust","Bryan",5118,"Schultz","Justin"
"2017-01-22","3","4:37","PIT",3490,"Crosby","Sidney",4008,"Kessel","Phil",3652,"Malkin","Evgeni"
"2017-01-24","1","14:16","STL",5826,"Parayko","Colton",4307,"Perron","David",4548,"Pietrangelo","Alex"
"2017-01-24","2","15:43","STL",4892,"Reaves","Ryan",4901,"Shattenkirk","Kevin",5030,"Bortuzzo","Robert"
"2017-01-24","3","14:33","STL",723,"Upshall","Scottie",4307,"Perron","David",NA,NA,NA
"2017-01-26","1","7:37","PIT",5118,"Schultz","Justin",NA,NA,NA,NA,NA,NA
"2017-01-26","1","11:26","PIT",4008,"Kessel","Phil",3490,"Crosby","Sidney",5118,"Schultz","Justin"
"2017-01-26","2","1:38","BOS",4692,"Marchand","Brad",78,"Bergeron","Patrice",5298,"Miller","Kevan"
"2017-01-26","2","6:27","BOS",4692,"Marchand","Brad",5437,"Pastrnak","David",5632,"Carlo","Brandon"
"2017-01-26","2","10:25","BOS",4810,"Nash","Riley",5098,"Krug","Torey",733,"Moore","Dominic"
"2017-01-26","3","0:51","BOS",78,"Bergeron","Patrice",5437,"Pastrnak","David",5112,"Spooner","Ryan"
"2017-01-26","3","10:35","PIT",4523,"Hornqvist","Patric",898,"Kunitz","Chris",NA,NA,NA
"2017-01-31","1","14:04","NSH",5352,"Jarnkrok","Calle",4676,"Wilson","Colin",5145,"Irwin","Matthew"
"2017-01-31","1","16:19","PIT",898,"Kunitz","Chris",5492,"Wilson","Scott",4905,"Cole","Ian"
"2017-01-31","2","3:10","PIT",701,"Daley","Trevor",5038,"Hagelin","Carl",5492,"Wilson","Scott"
"2017-01-31","2","11:07","PIT",4523,"Hornqvist","Patric",3490,"Crosby","Sidney",5892,"Sheary","Conor"
"2017-01-31","2","16:12","PIT",4523,"Hornqvist","Patric",4775,"Bonino","Nick",4008,"Kessel","Phil"
"2017-01-31","3","3:18","NSH",4676,"Wilson","Colin",850,"Fisher","Mike",5352,"Jarnkrok","Calle"
"2017-02-03","1","13:37","PIT",4008,"Kessel","Phil",5310,"Dumoulin","Brian",701,"Daley","Trevor"
"2017-02-03","1","18:28","PIT",4523,"Hornqvist","Patric",257,"Cullen","Matt",4030,"Letang","Kris"
"2017-02-03","2","15:43","CBJ",4245,"Dubinsky","Brandon",5245,"Jenner","Boone",4254,"Johnson","Jack"
"2017-02-03","2","18:23","PIT",4775,"Bonino","Nick",11327,"Guentzel","Jake",4008,"Kessel","Phil"
"2017-02-03","3","0:29","CBJ",5449,"Wennberg","Alexander",5014,"Saad","Brandon",5243,"Jones","Seth"
"2017-02-03","3","11:20","CBJ",5011,"Atkinson","Cam",4245,"Dubinsky","Brandon",4254,"Johnson","Jack"
"2017-02-03","4","3:15","PIT",4008,"Kessel","Phil",4030,"Letang","Kris",5118,"Schultz","Justin"
"2017-02-04","1","15:50","PIT",3490,"Crosby","Sidney",898,"Kunitz","Chris",NA,NA,NA
"2017-02-04","2","1:34","PIT",4030,"Letang","Kris",11710,"Rowney","Carter",5500,"Rust","Bryan"
"2017-02-04","2","12:02","PIT",5118,"Schultz","Justin",3490,"Crosby","Sidney",898,"Kunitz","Chris"
"2017-02-04","3","10:22","STL",4545,"Berglund","Patrik",5826,"Parayko","Colton",5823,"Edmundson","Joel"
"2017-02-04","3","19:42","PIT",3490,"Crosby","Sidney",NA,NA,NA,NA,NA,NA
"2017-02-07","2","16:19","CGY",5478,"Ferland","Micheal",NA,NA,NA,NA,NA,NA
"2017-02-07","2","18:03","CGY",4507,"Frolik","Michael",9632,"Tkachuk","Matthew",4609,"Backlund","Mikael"
"2017-02-07","3","5:51","PIT",898,"Kunitz","Chris",3490,"Crosby","Sidney",4030,"Letang","Kris"
"2017-02-07","3","15:06","PIT",11327,"Guentzel","Jake",4905,"Cole","Ian",NA,NA,NA
"2017-02-09","1","4:01","PIT",4008,"Kessel","Phil",257,"Cullen","Matt",NA,NA,NA
"2017-02-09","2","3:50","PIT",4523,"Hornqvist","Patric",4008,"Kessel","Phil",5118,"Schultz","Justin"
"2017-02-09","2","18:38","PIT",4523,"Hornqvist","Patric",5118,"Schultz","Justin",NA,NA,NA
"2017-02-09","3","16:44","COL",4986,"Landeskog","Gabriel",5231,"MacKinnon","Nathan",5605,"Rantanen","Mikko"
"2017-02-09","3","19:23","PIT",898,"Kunitz","Chris",257,"Cullen","Matt",NA,NA,NA
"2017-02-11","2","5:41","PIT",5929,"Archibald","Josh",3819,"Fehr","Eric",5907,"Kuhnhackl","Tom"
"2017-02-11","2","6:40","ARI",5482,"Rieder","Tobias",NA,NA,NA,NA,NA,NA
"2017-02-11","2","9:00","ARI",4282,"Hanzal","Martin",250,"Vrbata","Radim",4866,"Ekman-Larsson","Oliver"
"2017-02-11","3","3:36","ARI",4282,"Hanzal","Martin",4866,"Ekman-Larsson","Oliver",5412,"Domi","Max"
"2017-02-11","3","14:38","PIT",5929,"Archibald","Josh",NA,NA,NA,NA,NA,NA
"2017-02-11","3","19:45","PIT",4008,"Kessel","Phil",11327,"Guentzel","Jake",4030,"Letang","Kris"
"2017-02-11","4","4:38","ARI",5293,"Murphy","Connor",4883,"Burmistrov","Alexander",NA,NA,NA
"2017-02-14","2","5:16","PIT",3652,"Malkin","Evgeni",5259,"Maatta","Olli",701,"Daley","Trevor"
"2017-02-14","3","2:27","PIT",11327,"Guentzel","Jake",3490,"Crosby","Sidney",5310,"Dumoulin","Brian"
"2017-02-14","3","14:03","PIT",4008,"Kessel","Phil",3652,"Malkin","Evgeni",5492,"Wilson","Scott"
"2017-02-14","3","18:03","PIT",257,"Cullen","Matt",4775,"Bonino","Nick",4030,"Letang","Kris"
"2017-02-16","1","0:59","PIT",3652,"Malkin","Evgeni",5492,"Wilson","Scott",4523,"Hornqvist","Patric"
"2017-02-16","1","6:28","PIT",898,"Kunitz","Chris",3490,"Crosby","Sidney",4030,"Letang","Kris"
"2017-02-16","2","17:10","WPJ",9628,"Laine","Patrik",4720,"Perreault","Mathieu",5003,"Scheifele","Mark"
"2017-02-16","3","4:22","WPJ",4967,"Postma","Paul",5456,"Lowry","Adam",NA,NA,NA
"2017-02-16","3","8:24","WPJ",3874,"Byfuglien","Dustin",5003,"Scheifele","Mark",NA,NA,NA
"2017-02-16","3","13:55","PIT",4008,"Kessel","Phil",4030,"Letang","Kris",3490,"Crosby","Sidney"
"2017-02-16","4","4:38","PIT",3490,"Crosby","Sidney",3652,"Malkin","Evgeni",4030,"Letang","Kris"
"2017-02-17","2","1:33","CBJ",5115,"Murray","Ryan",5459,"Karlsson","William",5513,"Anderson","Josh"
"2017-02-17","2","6:13","PIT",4905,"Cole","Ian",3652,"Malkin","Evgeni",NA,NA,NA
"2017-02-17","4","1:04","CBJ",4245,"Dubinsky","Brandon",5011,"Atkinson","Cam",5243,"Jones","Seth"
"2017-02-19","1","8:48","DET",11592,"Jensen","Nick",4419,"Abdelkader","Justin",5853,"Athanasiou","Andreas"
"2017-02-19","1","14:09","PIT",5907,"Kuhnhackl","Tom",4030,"Letang","Kris",NA,NA,NA
"2017-02-19","1","16:29","DET",71,"Ott","Steve",5100,"Sheahan","Riley",NA,NA,NA
"2017-02-19","3","0:27","DET",4864,"Tatar","Tomas",309,"Zetterberg","Henrik",5413,"Mantha","Anthony"
"2017-02-19","3","2:16","DET",3632,"Vanek","Thomas",NA,NA,NA,NA,NA,NA
"2017-02-19","3","2:23","PIT",3490,"Crosby","Sidney",11327,"Guentzel","Jake",NA,NA,NA
"2017-02-19","3","19:08","DET",5268,"Glendening","Luke",71,"Ott","Steve",309,"Zetterberg","Henrik"
